label,flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,hand
K,507.57,200.74,378.4,819.01,822.38,-1.1051,9.0277,3.0282,-0.0695,0.032,0.0266,left
A,691.97,783.58,831.21,829.7,802.82,-0.2356,9.57,0.5628,-0.0457,-0.0017,0.0544,left
V,501.2,184.83,218.05,829.61,786.19,0.2239,8.645,2.5572,-0.0274,-0.0151,0.0497,right
S,721.73,820.67,785.38,806.05,803.33,-0.303,9.542,0.5252,0.0005,0.0831,0.0331,left
P,487.67,207.87,505.9,759.84,795.07,3.0891,5.1661,7.4831,-0.0579,-0.008,-0.0678,right
W,478.05,197.04,188.2,213.8,803.98,-0.4026,9.2941,1.6275,-0.0076,-0.0207,0.0536,left
R,515.06,221.79,257.39,793.71,814.54,0.2993,9.2552,1.5635,0.092,0.0349,-0.041,right
H,495.11,217.02,194.21,798.25,798.22,5.1064,5.1042,5.5961,-0.0432,-0.0129,-0.0172,right
K,498.98,213.61,374.61,780.95,789.1,-0.8506,9.2059,2.7788,-0.1004,0.1508,-0.0401,left
X,502.21,505.35,763.54,787.1,820.77,-0.3501,9.2729,1.5776,-0.0268,-0.0408,0.037,left
D,508.41,204.17,799.93,805.73,814.35,-0.0971,9.3626,1.5901,-0.036,0.0246,-0.0193,right
I,810.89,821.63,790.32,826.1,181.63,0.112,9.608,0.114,-0.0648,-0.0218,0.0244,right
G,496.21,192.97,803.39,797.28,803.93,-4.9173,4.8636,6.0061,-0.0212,0.0043,-0.0132,left
Y,206.46,798.32,802.7,810.42,230.15,0.3299,8.5882,3.8529,-0.0294,-0.07,0.0375,right
U,495.12,206.04,212.47,790.08,782.97,0.0958,9.9021,1.1026,-0.0307,-0.0839,-0.1166,right
W,484.48,209.71,224.44,170.92,794.01,-0.4389,9.4174,1.6636,-0.0132,-0.0286,0.0808,left
W,501.36,199.39,209.06,173.09,804.59,-0.1538,9.1457,1.4661,-0.0363,-0.0029,-0.0234,left
C,492.87,484.8,482.65,460.63,449.08,-0.4637,8.4412,4.0829,0.0335,-0.0158,0.005,left
P,506.64,194.25,518.5,799.68,766.1,-3.1525,4.8164,7.5937,0.0112,-0.0389,-0.0022,left
P,524.32,183.76,495.01,808.3,792.25,3.0825,5.224,7.5827,0.0668,-0.0301,0.0219,right
E,634.03,691.68,706.02,691.59,700.91,0.2221,9.6513,0.9651,0.0529,0.0378,0.0378,left
S,755.25,780.87,768.08,814.07,803.87,-0.1593,9.7999,0.0846,-0.0065,-0.0214,-0.0071,left
O,562.0,540.33,568.43,578.08,583.98,0.0628,8.7586,2.9246,-0.0342,0.0003,0.0091,right
W,512.57,205.81,198.7,181.42,776.78,-0.4336,9.4663,1.5252,0.011,0.04,-0.0422,left
D,494.69,194.88,781.42,815.91,786.77,0.0619,9.6738,1.5576,-0.0448,-0.0042,-0.0416,right
Z,507.58,242.36,811.55,831.75,803.61,-0.6057,8.7072,2.0555,2.4686,1.5577,1.0004,left
I,797.16,790.45,815.14,833.25,173.78,0.184,9.7206,0.4481,0.0346,0.0769,-0.0063,right
H,482.19,196.25,182.88,798.25,815.08,-4.8252,4.9056,5.6028,0.008,0.029,0.0954,left
U,508.39,232.56,192.62,801.18,817.96,0.2429,9.5969,0.7998,-0.0711,0.0151,-0.075,right
T,593.5,817.75,793.31,800.29,824.24,0.2679,9.5533,0.2236,0.0353,0.0615,0.0557,right
G,509.24,184.36,789.87,816.92,785.28,4.7812,4.7787,6.0193,-0.0619,-0.0119,-0.0625,right
L,201.25,189.72,821.2,770.45,797.31,0.5618,7.9972,5.1837,0.0475,-0.0597,0.0592,right
S,753.35,780.73,813.75,791.59,755.07,-0.1634,9.3469,0.4172,-0.0227,0.0409,0.1241,left
S,741.7,808.43,789.57,822.99,795.4,-0.245,9.5461,0.3656,-0.0054,-0.0284,-0.0786,left
K,522.15,200.53,385.81,830.78,789.57,0.9258,8.7555,3.4121,0.031,0.0642,-0.0209,right
L,218.61,200.53,787.69,807.8,796.0,-0.3939,7.8917,5.2823,0.002,0.0059,-0.0728,left
I,768.33,792.01,794.23,790.24,190.83,-0.1209,9.5856,0.3077,-0.0235,0.0487,0.1009,right
I,797.86,793.63,798.58,795.75,206.62,0.0421,9.8379,0.2746,-0.0093,-0.0161,-0.0158,right
T,615.44,800.93,792.29,817.62,785.97,-0.1288,9.6733,0.7694,-0.0493,0.0501,-0.0456,left
Q,538.11,205.4,811.27,789.63,810.2,-2.8257,5.3028,6.9887,-0.0637,-0.0538,0.0233,left
H,503.54,201.0,202.99,808.78,817.96,-5.1576,4.898,5.6612,0.0045,0.0094,0.0606,left
O,572.41,576.28,559.38,599.09,576.65,-0.3975,9.0971,3.002,0.105,-0.0461,-0.1471,left
Y,184.71,783.68,815.26,778.64,205.64,-0.3477,8.856,4.0015,0.0574,0.0679,0.0538,left
J,801.54,786.1,782.82,800.63,220.06,0.0654,9.6465,0.3381,3.1059,0.4611,1.9531,right
K,513.02,188.88,396.52,817.47,813.95,1.1069,9.0216,3.1376,-0.0863,0.0122,0.0256,right
X,503.23,508.69,825.76,809.18,810.78,-0.4344,9.4005,0.9866,-0.107,0.0179,0.0174,left
Z,489.98,203.36,811.61,811.47,797.36,0.6386,8.8461,2.0379,2.4524,1.4063,0.9086,right
B,745.22,187.3,197.83,207.97,242.54,0.0955,9.8342,0.4412,-0.0288,0.0037,-0.0412,left
C,475.65,493.41,501.02,483.85,503.1,-0.1452,8.4808,3.7824,0.0016,0.1019,0.0382,left
Y,190.45,828.68,782.16,773.12,210.32,0.4429,8.7536,4.1687,-0.0938,-0.0305,0.0711,right
R,512.81,187.83,261.99,823.86,783.79,-0.352,9.3762,1.7914,0.1115,0.0374,-0.0107,left
V,477.9,225.91,213.86,783.73,793.92,0.6316,9.0333,2.3542,-0.0289,-0.0105,0.0045,right
V,493.44,220.96,189.22,810.93,806.47,0.5076,9.3362,2.3315,-0.0365,0.0097,0.045,right
L,198.97,193.03,797.21,772.11,806.0,-0.2032,8.1783,5.2853,0.0588,0.0087,0.0194,left
L,206.08,185.54,797.08,796.1,792.38,-0.6821,8.2988,4.916,-0.0178,0.031,-0.0744,left
A,684.61,809.36,810.28,810.19,804.7,-0.1351,9.8572,0.3773,-0.0114,0.0902,-0.0092,left
H,498.83,186.89,171.82,815.83,800.19,-5.101,4.8075,5.5805,-0.0351,0.0286,-0.0424,left
X,486.4,490.4,799.76,780.11,807.36,0.2015,9.3674,1.2992,0.0168,-0.0352,0.0116,right
U,484.39,202.14,184.42,791.95,801.93,-0.2017,9.726,1.0997,0.0058,0.0259,-0.0494,left
B,743.62,191.42,203.05,183.51,192.87,-0.1997,9.8204,0.1498,0.0091,-0.0546,-0.004,left
E,636.96,689.68,694.42,684.62,695.24,0.0902,9.6118,0.7216,0.0424,0.048,-0.0725,left
A,709.11,794.18,801.17,800.28,789.28,-0.0003,9.4989,0.2682,0.0581,-0.0204,-0.0077,right
F,377.12,752.73,217.26,220.23,190.93,-0.524,9.4315,2.1619,-0.0369,-0.118,-0.0114,left
I,797.97,787.2,798.01,788.93,205.06,0.0016,9.664,0.5596,-0.0262,-0.03,0.004,left
B,709.35,209.53,193.95,202.17,187.98,-0.2638,9.7413,0.3256,0.0574,0.0248,0.0757,right
B,721.33,199.1,198.69,181.7,183.88,-0.2609,9.6508,0.0634,0.0179,0.026,-0.0246,right
W,508.52,212.39,221.0,219.55,828.77,-0.1874,9.1718,1.5734,0.0154,0.0169,-0.0474,left
J,796.94,794.99,815.84,774.14,214.05,0.127,9.7528,0.4286,2.9169,0.4614,2.0187,right
J,801.44,808.87,801.18,806.59,213.5,-0.1443,9.6643,0.5012,3.0164,0.6116,1.9283,left
Q,506.75,210.99,809.81,826.27,820.25,3.2008,5.5541,7.0795,0.0054,-0.0454,0.0687,right
I,809.2,784.93,780.43,805.58,213.51,0.0761,9.774,0.1783,-0.0349,-0.025,0.0256,left
C,498.23,519.87,488.15,495.68,485.55,-0.2911,8.6318,3.9653,0.0548,-0.0255,-0.0345,left
G,495.96,198.48,796.49,806.56,795.74,-4.8013,4.8442,6.3794,-0.0596,0.0219,-0.0248,left
F,359.57,739.7,196.57,185.89,210.44,0.3603,9.2638,2.0748,0.0833,0.0171,0.0395,right
X,509.17,500.19,808.37,824.67,792.79,0.3844,9.7183,1.3167,-0.017,-0.002,0.029,right
Y,201.09,818.48,791.28,790.88,191.57,-0.0774,8.9473,4.2479,-0.0065,0.0334,0.0403,left
S,729.77,807.87,791.87,786.18,784.12,0.014,9.4165,0.1123,0.0162,-0.0143,0.0199,left
H,504.01,243.18,201.94,795.31,794.44,4.9698,5.1741,5.5472,0.0288,-0.0052,-0.0745,right
C,498.36,515.0,489.31,510.96,458.11,-0.4813,8.5344,4.2251,0.042,-0.0595,0.0531,left
C,500.95,476.12,508.64,505.13,503.84,-0.4737,8.5804,3.9302,-0.0018,0.0537,0.0339,left
H,501.2,177.37,197.52,790.54,808.5,4.8078,5.0381,5.401,0.1298,-0.0163,0.0567,right
E,618.99,659.87,681.95,688.5,685.25,0.1882,9.5601,0.79,-0.0138,0.0377,-0.02,left
M,799.79,838.01,798.96,809.33,790.45,-0.3186,9.5705,0.5719,0.0161,0.0196,0.01,left
D,464.63,191.59,791.61,823.46,811.32,-0.2784,9.3156,1.6128,-0.0295,-0.0023,0.0173,left
Y,187.42,784.71,773.67,773.66,198.89,-0.0736,8.6886,3.8187,-0.0971,-0.0677,-0.0995,right
N,704.17,806.28,801.02,783.43,816.63,-0.2083,9.7829,1.0037,-0.0579,-0.0573,0.0486,left
B,721.52,204.85,182.79,207.27,206.94,0.1705,10.0031,0.388,0.0104,-0.0613,0.0662,right
E,609.91,692.17,678.41,671.85,695.97,0.0253,9.4387,0.9823,0.0326,-0.122,0.0283,right
Y,207.33,776.6,820.77,836.86,203.17,0.1807,8.777,4.0767,0.0294,0.023,0.0436,right
Y,222.97,799.54,802.54,797.17,223.8,-0.1642,8.7079,4.2527,-0.0514,0.0612,-0.0508,left
V,467.76,215.64,228.76,821.54,780.52,-0.5753,9.2497,2.7501,0.0872,-0.0344,-0.1289,left
B,758.25,198.97,189.0,190.92,212.92,-0.0732,9.8346,-0.0234,0.0668,0.0228,-0.0227,left
T,635.54,811.52,812.32,809.86,787.64,0.2169,9.7198,0.3714,-0.005,-0.0538,-0.0216,right
X,499.93,515.09,783.96,805.31,806.42,-0.3444,9.4746,1.2137,0.0067,-0.0077,0.0438,left
T,612.09,790.7,817.1,781.84,801.18,-0.2745,9.5275,0.5312,-0.009,0.0302,-0.0609,left
L,236.21,203.25,792.92,810.79,801.95,-0.3804,8.0464,4.7394,-0.0276,-0.038,-0.1068,left
X,508.61,514.14,794.64,814.44,811.65,0.3513,9.5119,1.5316,-0.0308,-0.0708,0.063,right
J,813.71,805.15,830.1,793.24,187.86,-0.082,9.7365,0.43,2.9781,0.5102,2.0217,right
P,511.6,202.04,480.55,781.43,818.37,-3.0547,5.1822,7.3392,-0.0414,-0.0096,-0.0747,left
Z,520.73,181.7,809.49,812.89,785.31,0.2087,9.0476,1.8708,2.4783,1.4431,0.9387,right
C,503.19,515.57,502.82,511.52,506.44,-0.42,8.3289,3.9088,-0.0457,0.0042,-0.0065,left
E,595.12,687.69,673.74,677.83,659.06,-0.0447,9.2866,0.9242,-0.0573,0.0252,-0.0607,right
Y,194.24,779.55,794.4,803.21,201.91,-0.3489,8.5896,3.9547,-0.091,-0.0068,0.0173,left
E,619.6,668.37,667.76,694.74,685.07,-0.1281,9.4814,0.8734,-0.0292,-0.0616,-0.0642,left
U,499.2,189.32,191.45,802.08,800.48,0.0056,9.657,0.9322,-0.0834,-0.0409,0.0126,right
P,509.54,208.5,474.89,791.04,826.0,2.9757,4.9393,7.5923,0.0719,-0.0838,-0.0051,right
S,753.55,806.06,810.18,816.54,803.21,-0.1958,9.8274,0.4174,-0.0478,-0.0003,-0.0449,left
D,507.15,213.45,783.3,784.67,787.72,0.2872,9.6664,1.3416,0.0541,0.0173,-0.0056,right
G,521.64,176.12,788.11,807.86,796.41,-5.0545,5.2256,5.9158,0.0155,0.0188,-0.0113,left
E,634.31,692.83,698.42,719.92,679.34,0.0035,9.4037,0.9346,0.0285,0.0064,-0.0276,right
J,784.5,811.21,792.02,819.04,181.85,0.0439,9.4203,0.4821,3.0249,0.4948,1.9513,left
G,493.89,204.11,804.02,810.52,807.82,4.8518,4.8506,5.9411,-0.0083,-0.011,0.0146,right
U,502.31,194.31,207.99,800.47,801.66,0.1697,9.7227,1.2643,0.0231,0.0751,-0.0504,right
B,749.02,190.88,199.85,208.1,196.89,-0.13,9.5988,-0.0277,-0.059,-0.086,-0.0363,right
N,685.68,828.37,786.68,803.17,790.36,-0.0834,9.3799,0.6845,-0.0113,0.0516,-0.0239,left
F,372.99,783.22,207.18,184.82,186.28,0.3462,9.0689,2.0041,0.0114,0.0764,0.0417,right
B,759.42,216.25,205.53,175.85,225.33,-0.0434,9.6246,0.2445,0.0148,0.0292,0.0462,left
S,739.48,810.08,803.88,807.76,772.62,-0.0153,9.6708,0.3818,-0.0629,-0.0094,0.0489,left
B,751.19,204.48,235.87,192.74,202.96,-0.0588,9.8505,0.4082,0.0158,-0.0029,-0.0751,left
Y,177.68,810.17,824.8,798.91,193.18,-0.0626,8.971,3.8932,-0.0184,0.0344,-0.0371,left
S,710.8,815.0,788.05,764.37,785.83,-0.0052,9.3284,0.0337,0.0039,-0.0774,-0.0827,right
Y,195.56,823.35,828.54,809.67,212.76,-0.0343,8.8057,3.9337,-0.032,-0.0136,0.0692,left
C,510.39,494.58,500.23,485.62,506.26,-0.3597,8.5059,3.9988,0.0376,-0.0474,-0.0475,left
O,537.87,558.9,560.85,561.38,570.53,0.0481,8.9001,3.0469,0.0002,0.0801,0.0415,left
T,616.28,801.83,781.68,802.97,815.06,0.4959,9.8426,0.611,-0.0563,0.0071,0.0935,right
N,691.77,808.24,775.7,768.35,799.26,0.1553,9.4591,0.9146,-0.0039,0.0128,0.0202,right
H,494.09,189.85,225.76,795.5,792.41,4.8848,4.9412,5.5694,0.076,-0.0325,0.0086,right
F,371.58,738.03,180.1,204.62,212.8,0.4654,9.1121,1.7857,-0.022,0.0038,-0.0068,right
P,489.61,201.33,506.64,798.64,833.54,2.6111,5.2497,7.3038,-0.0822,0.0173,-0.0138,right
C,484.9,504.95,510.43,500.29,495.85,0.5303,8.5561,3.8113,0.019,-0.0591,-0.022,right
V,514.8,210.82,162.67,781.9,814.61,-0.2909,9.1853,2.391,0.013,-0.0965,0.0377,left
F,353.24,746.43,204.58,197.77,180.82,-0.5255,9.1168,1.8282,0.0652,0.0077,-0.0547,left
X,488.99,520.67,794.93,824.48,795.21,-0.5925,9.3017,0.9925,0.0614,0.0782,0.0704,left
Y,211.45,811.42,820.34,783.59,190.89,-0.0334,8.8215,4.0529,0.0296,-0.0599,0.0442,left
E,593.24,677.2,662.52,664.93,677.03,0.2149,9.4837,0.7763,0.0072,0.0174,0.0158,right
P,497.63,201.94,520.87,774.67,793.18,-2.7493,4.7265,7.7347,0.0801,0.053,-0.0721,left
T,616.6,801.36,782.84,800.12,785.66,-0.0796,9.5469,0.3779,-0.0555,-0.0389,-0.0104,left
I,795.71,816.69,799.91,801.0,189.81,-0.0101,10.0056,0.2396,0.0582,-0.0153,0.0918,right
L,205.9,195.4,793.09,800.75,817.2,-0.5122,8.1337,4.9425,-0.0519,-0.0212,-0.0808,left
J,817.15,802.07,840.36,807.6,220.19,0.0278,9.4625,0.3304,2.9877,0.4098,1.896,left
C,499.2,505.99,487.65,512.7,507.7,-0.3545,8.6418,3.601,0.0181,-0.0054,-0.0397,left
V,475.49,190.97,182.83,791.38,797.99,0.5632,9.0594,2.3852,-0.1241,0.0105,-0.0854,right
N,682.26,811.18,793.76,809.22,831.52,-0.2862,9.4505,0.5885,0.0094,0.0151,-0.1079,left
U,494.36,206.62,213.03,782.99,802.14,-0.3734,9.4954,1.0256,-0.0215,0.0193,0.0122,left
J,812.69,772.74,794.36,785.19,213.12,-0.2737,9.7929,0.3134,2.9221,0.4894,1.965,left
I,782.81,770.73,788.34,787.01,203.81,-0.0295,9.7322,0.5938,0.0162,-0.0084,-0.0607,right
J,788.14,786.8,807.66,779.09,206.17,0.0169,9.7319,0.2127,3.0741,0.5649,2.0442,right
O,554.69,527.58,569.74,566.13,561.93,0.1421,9.1711,2.9969,0.048,0.0855,-0.0414,left
E,634.95,705.34,688.97,661.46,682.54,-0.15,9.5977,0.7638,-0.0285,0.0766,-0.0114,right
B,759.31,208.4,184.02,219.08,211.57,0.0329,9.8757,0.1495,0.0338,-0.0025,0.0366,left
U,508.72,232.65,174.29,790.8,805.14,0.0019,9.4901,1.0698,-0.005,0.0313,0.0193,right
R,513.09,194.18,263.1,821.58,801.77,-0.1907,9.2364,1.8558,0.0113,0.0851,-0.1328,left
S,758.41,782.91,796.31,836.63,796.85,-0.0819,9.5341,0.3768,-0.012,0.0027,0.0431,right
H,472.49,203.99,192.89,782.44,774.21,4.9457,5.0876,5.3613,0.0131,-0.0213,0.022,right
N,665.04,789.25,792.15,812.19,797.04,0.2272,9.3442,0.6322,0.0478,0.0053,0.0029,right
O,564.82,539.16,560.46,578.61,556.23,0.019,9.2782,3.2202,-0.0915,-0.1543,-0.0307,right
U,491.23,207.8,189.36,784.9,793.15,-0.1841,9.5727,0.9542,0.0358,0.0252,0.0609,left
B,748.55,220.58,185.97,197.91,218.0,-0.0543,9.8405,0.0261,0.1008,0.013,0.0476,left
P,492.28,190.8,490.3,825.22,839.31,2.9047,4.8015,7.6349,0.0042,0.1173,-0.0082,right
U,477.46,212.28,209.96,814.75,809.47,-0.3463,9.6472,0.9396,-0.0624,0.0109,-0.0367,left
P,509.74,181.52,500.59,793.61,805.67,-3.2377,4.7663,7.2613,-0.0029,0.0538,0.078,left
I,797.95,784.59,768.77,811.52,213.31,-0.1894,9.493,0.3242,-0.0052,0.0324,0.0028,left
I,812.87,785.9,815.32,790.77,185.68,0.0173,9.7502,0.7756,-0.0109,0.0035,-0.0085,right
P,490.29,209.57,500.64,822.04,753.42,3.0701,5.0131,7.5131,-0.024,0.0468,0.0485,right
O,590.34,573.59,560.84,551.42,551.49,-0.0982,9.0464,2.8564,-0.044,-0.0067,0.0631,right
M,819.71,809.52,778.1,820.97,805.37,-0.3551,9.6611,0.627,-0.0104,-0.0727,0.0538,left
Z,484.31,211.89,782.81,805.16,796.64,0.6016,8.9762,1.7354,2.4868,1.6106,0.9649,right
R,487.29,209.5,283.99,785.61,817.6,0.3681,9.265,1.6327,0.0742,0.0211,0.003,right
X,512.95,496.22,794.44,789.27,782.3,0.4569,9.4171,1.2059,-0.0384,-0.0124,0.0333,right
Q,516.23,222.12,800.12,793.17,804.05,2.8546,5.5754,6.7106,-0.0295,-0.0092,0.0292,right
J,806.85,784.59,791.69,819.82,204.2,0.0204,9.7712,0.1957,3.0082,0.5225,2.06,right
N,699.15,793.31,768.99,826.41,794.84,-0.0336,9.5101,0.6565,-0.0402,0.0015,-0.0424,right
T,609.83,799.54,778.6,804.1,788.62,0.3391,9.5884,0.3964,-0.012,0.0555,0.0379,right
N,688.4,791.77,789.58,800.17,795.75,0.0604,9.4823,0.6602,-0.0571,0.0246,-0.0122,right
P,482.1,192.63,490.21,782.01,805.61,2.736,5.0715,7.6975,-0.0401,-0.0438,0.0169,right
F,344.21,746.7,219.75,225.04,199.28,-0.3576,9.3362,2.3059,-0.048,0.0869,-0.0262,left
I,793.19,804.08,802.62,789.28,207.06,0.0272,9.6191,0.3117,0.0489,-0.0717,-0.0045,right
C,510.5,511.46,482.34,492.5,493.99,-0.4139,8.6139,4.0157,0.035,0.0007,0.0471,left
Z,472.86,177.53,802.32,802.09,801.67,-0.3802,9.1587,2.3337,2.4629,1.4607,0.9695,left
N,678.04,790.1,797.57,822.24,809.42,-0.3222,9.3988,0.4459,0.015,-0.0004,-0.0909,left
Y,220.39,800.56,798.5,820.09,188.25,0.0604,8.5307,4.0928,-0.0713,0.0039,0.0701,right
T,629.8,828.13,814.68,783.46,783.78,-0.0718,9.5661,0.6052,-0.0284,0.0493,-0.0511,left
K,488.33,183.21,365.17,804.93,774.54,-1.1185,9.1315,3.132,0.0085,-0.0505,-0.0235,left
G,484.52,203.35,803.02,821.1,821.88,-4.8735,4.7855,6.1094,-0.0182,0.0493,-0.0481,left
F,376.33,714.72,211.31,189.39,186.23,0.5859,9.4908,1.8715,0.0365,-0.0163,0.0043,right
J,809.46,790.22,810.38,795.88,212.17,0.1326,9.6297,-0.1595,3.001,0.4601,2.0239,right
N,692.81,796.85,791.22,764.5,817.67,0.4016,9.5082,0.6744,0.0403,-0.0329,0.0475,right
J,774.29,796.08,777.44,810.9,196.13,-0.0433,9.5545,0.4441,3.052,0.4848,2.0302,right
D,489.46,177.26,797.26,788.23,789.19,-0.2251,9.3298,1.3892,-0.0613,0.0556,0.0752,left
A,685.27,797.5,826.14,784.89,804.39,0.3747,9.5695,0.2757,-0.0273,0.0236,0.0347,left
X,497.28,477.02,787.92,812.26,791.28,-0.4481,9.3537,1.2577,-0.0219,-0.0629,-0.0553,left
R,523.37,184.02,248.06,783.84,805.73,0.3938,9.2363,1.771,0.1436,-0.022,-0.0317,right
M,789.32,776.0,809.15,790.76,784.84,0.4533,9.5591,0.593,-0.0148,0.0287,0.0026,right
Y,206.29,786.22,798.27,825.25,197.48,-0.2544,8.9571,3.9625,-0.0364,-0.0042,0.0011,left
J,770.08,804.36,808.65,802.07,197.5,-0.1554,9.4394,0.1363,3.004,0.5346,1.9885,left
F,378.81,759.59,175.46,176.0,186.77,-0.6156,9.177,1.8255,0.037,-0.0969,0.0045,left
X,487.98,505.26,801.07,810.2,779.94,-0.5112,9.4699,1.1649,-0.0568,-0.0635,-0.0431,left
F,392.35,743.31,200.03,194.7,194.67,0.6554,8.9805,2.1551,-0.0003,-0.0322,0.0554,right
C,492.02,487.52,501.36,505.58,496.96,0.4187,8.2882,3.9203,0.0374,0.013,-0.0593,right
X,491.03,490.35,795.75,812.75,795.26,-0.3859,9.2636,1.0301,0.0998,0.0014,0.0319,left
M,824.45,816.44,796.73,772.4,816.31,-0.0753,9.7082,0.6021,-0.0018,-0.106,0.0159,right
M,796.85,798.2,786.65,812.66,808.5,-0.2692,9.3826,0.6497,-0.0461,-0.0957,0.0155,left
X,480.27,521.34,789.04,791.85,808.43,0.3734,9.3045,1.1593,0.0093,0.0108,0.0301,right
W,473.34,196.4,199.03,216.34,801.08,-0.4606,9.105,1.6249,-0.0295,0.0317,0.0342,left
H,511.6,209.43,181.91,809.85,801.68,5.1257,4.9217,5.534,0.0399,-0.0544,-0.0084,right
K,495.15,214.97,355.05,797.37,800.97,-0.9589,9.0023,2.8651,0.0553,-0.048,-0.0178,left
K,540.08,183.23,377.81,796.85,791.16,-0.9524,9.04,2.966,0.0261,0.0883,-0.0404,left
W,516.1,182.18,191.43,213.03,810.75,0.6313,9.1667,1.3967,-0.0009,0.0102,0.0898,right
T,640.1,797.8,829.38,819.03,799.38,-0.4596,9.7513,0.8404,0.0104,-0.0455,0.0157,left
R,538.06,217.09,253.26,794.52,814.39,0.2069,9.3838,1.9581,-0.0508,0.0901,0.0488,right
R,499.18,207.94,266.15,787.6,795.31,-0.1334,9.3669,1.6868,0.0048,-0.0256,0.0155,left
T,649.31,785.58,772.49,807.87,826.39,-0.4079,9.7365,0.2872,-0.0025,0.0956,-0.0861,left
N,665.65,795.49,791.73,787.51,777.9,-0.4162,9.3301,0.2877,0.0109,0.071,0.043,left
C,507.52,517.05,500.61,510.7,505.24,-0.3654,8.4497,4.0119,-0.0443,0.0271,-0.0487,left
J,818.99,813.16,816.46,838.93,203.31,-0.0314,9.6813,0.3881,2.9547,0.4911,1.9676,left
X,495.66,505.72,808.31,821.31,786.62,0.1402,9.6198,1.2409,0.0189,-0.0288,0.0046,right
W,511.25,181.49,215.55,188.03,817.52,-0.3761,9.3959,1.6831,0.0347,-0.0129,0.1152,left
Q,485.78,193.6,809.76,818.48,778.79,2.9139,5.303,7.0416,0.0775,-0.0084,0.037,right
M,791.08,784.17,772.48,785.5,800.5,-0.2796,9.4053,0.7039,-0.1026,-0.0559,0.1062,left
M,795.99,797.33,812.03,807.19,790.79,-0.1896,9.45,0.6759,-0.0221,0.0828,0.0501,left
U,505.33,194.02,201.13,772.94,805.94,0.0938,9.5674,1.0791,-0.0049,0.0887,-0.0301,right
F,384.96,741.18,201.04,195.69,220.05,0.684,9.1175,1.8558,-0.0445,-0.0916,0.039,right
S,743.14,826.64,809.56,799.1,786.22,-0.0433,9.7153,0.1341,-0.0348,0.0556,-0.0684,left
E,646.19,670.7,669.74,667.55,686.56,0.2094,9.6409,0.6839,0.0661,0.0142,-0.0361,right
R,517.44,206.09,273.03,772.06,793.57,-0.4577,9.18,1.688,0.0051,-0.0233,-0.0456,left
W,494.22,214.6,195.75,194.84,816.31,0.4448,9.2268,1.5376,0.0457,0.0067,0.0891,right
T,618.54,794.82,794.27,808.11,807.19,0.3153,9.5067,0.4735,0.0362,0.0251,0.0872,right
W,492.11,192.96,212.54,196.45,787.72,0.4438,9.5386,1.5185,0.0418,-0.1115,0.1102,right
Y,186.98,803.91,816.34,789.39,168.17,0.1228,8.8667,4.09,-0.0111,-0.0322,-0.0028,right
C,495.69,479.96,479.66,534.36,503.53,0.3905,8.6387,4.1583,-0.0027,0.1095,-0.003,right
H,512.92,186.27,206.04,833.01,807.84,5.1143,5.1593,5.9156,-0.0195,0.031,-0.0973,right
G,505.23,186.04,799.44,777.98,783.55,-5.0126,4.8357,6.0483,0.0028,-0.0444,-0.0548,left
P,482.78,214.94,531.96,815.7,808.57,3.3606,5.0127,7.3859,-0.0088,0.0138,-0.0572,right
I,768.69,773.83,818.98,780.55,230.33,-0.0941,9.4676,0.5649,0.0102,-0.0052,0.0441,left
E,606.7,694.69,682.92,707.23,692.7,0.0827,9.8124,0.6795,-0.0147,-0.0875,0.0435,left
A,713.91,788.48,773.54,801.76,789.32,0.2279,9.7262,0.4885,0.0342,0.0957,-0.0359,right
D,498.1,215.46,794.09,792.33,806.72,0.0714,9.4856,1.2472,0.0623,-0.0687,-0.0293,left
V,515.84,185.28,230.5,819.53,803.0,-0.6086,8.9818,2.6222,-0.0601,-0.0299,0.0162,left
H,503.1,205.13,186.37,777.27,816.45,-4.9789,5.0009,5.3803,0.0495,0.0337,0.042,left
W,487.85,219.42,201.82,183.45,788.39,-0.178,9.211,1.4375,0.0552,0.0469,0.0193,left
H,519.4,206.95,193.68,802.89,804.61,-4.9831,5.0893,5.377,-0.0381,-0.0346,0.058,left
L,186.25,186.38,778.0,812.94,800.11,0.3774,7.983,4.5466,-0.044,0.0438,-0.088,right
G,490.37,175.36,801.23,818.99,786.23,5.3524,4.8214,6.2082,0.0723,0.0697,0.031,right
E,652.49,678.93,695.3,684.56,683.61,-0.0998,9.9496,0.9227,-0.1184,0.0652,-0.0643,right
I,803.67,784.14,768.12,806.29,207.93,-0.1816,9.6136,0.2552,-0.0535,-0.0143,-0.0628,left
M,829.27,783.09,812.28,769.49,792.46,-0.0766,9.7478,0.7057,-0.0227,-0.0376,-0.0645,right
Y,206.24,820.81,793.47,798.77,178.33,0.2663,9.2108,3.8574,0.023,0.0293,-0.0762,right
Y,214.3,793.16,769.89,802.87,230.58,-0.1917,8.8253,4.0822,-0.0337,-0.0033,0.0452,left
L,209.65,197.3,789.75,781.48,784.41,0.3711,7.8943,4.8227,0.0321,-0.0549,-0.0146,right
X,446.27,500.03,808.61,782.21,825.03,0.4981,9.4508,1.2922,-0.0169,0.0639,0.0214,right
C,517.88,510.68,507.05,477.37,507.55,-0.2572,8.4493,3.7935,-0.0028,-0.0435,0.004,left
